content,content_language,id,lang,lang_orig,misinfome_label,split_label
"AND THAT’S THE WAY IT IS...
Thousands of Seattle Democrats gather to demand mail-in voting because it’s too dangerous to vote  in-person. https://t.co/tcC5LUAOaF",,1295149143342698504,en,en,not_credible,rest
"I've come here to see only post mark of Jind's post mark at #Nagpur's Medical Hospital Corona. And Kidney Gurda went out.
#Attention_India #COVID19 #COVID19 https://t.co/yV8xdYPQTv","#नागपुर का #मेडिकल हॉस्पिटल कोरोना से मोत का बहाना रियल मैं कर डाला जींदे का ही पोस्ट मार्टम. ओर किडनी गुरदा सब निकाल लिए गए|
#सावधान_इंडिया #COVID19 #COVID19India https://t.co/yV8xdYPQTv",1295007616951701504,en,hi,not_credible,rest
"6 years after he had decided to speak very bad, with all the bad news, he would think about his thinking and thinking.
#IndependenceDay
#India2020
 https://t.co/zU84xY6USk","6 साल जिसे कोसने के बाद , खूब बुरा भला बोलने के बाद , उन्ही को नमन करना पड़े तो समझ जाओ की उनकी विचारधारा और सोच  कितनी महान होगी ।
#IndiaIndependenceDay
#IndiaIndependenceday2020
 https://t.co/zU84xY6USk",1294785353883086848,en,hi,not_credible,rest
Today at West Point officers academy usa 🇮🇳🙏🏻 https://t.co/Tc2Umfl9a6,,1294675637190320128,en,en,uncertain,rest
"I am sorry for what Britain did to India 74 years ago, so I want to apologize to Indians. 

Happy Independence Day to Incredible India.
🇮🇳🤝🇬🇧",,1294644141528248322,en,en,not_credible,rest
"This is Indian National Security Advisor and Ex RAW Agent, Mr Ajit Kumar Doval. 

He is wishing Happy Independence Day to Egypt today 😂😂 Explains why Indian forces are the worst. https://t.co/wirfBYLAOr",,1294635534304804865,en,en,not_credible,rest
"This was not the first thing that was showered on Burka, as it was raged by RSS. 👇 https://t.co/umzHEKPkLv",बुर्का पहनकर पाकिस्तान का झंडा लहरा रहा था यह आर एस एस का भड़वा। 👇 https://t.co/umzHEKPkLv,1294616215655071750,en,hi,not_credible,rest
"Tricolour at Lal Chowk Srinagar. Jai Hind 🇮🇳 
#IndepenceDay https://t.co/ldNy9cxDBJ",,1294537444113620993,en,en,not_credible,rest
,,1293843451964846081,en,en,not_credible,rest
"What has changed since #5Aug2019?

Lal Chowk #Srinagar which had remained as symbol of #AntiIndia campaign by dynast politicians & #Jihadist forces, has now become Crown of Nationalism.

#modihaitomumkinhai

Thanks my countrymen for electing @narendramodi @AmitShah #ModiSarkar https://t.co/4g8doLRUdp",,1294291247775924225,en,en,not_credible,rest
Burj Khalifa after UAE and Israel sign treaty. https://t.co/pdMbjzLgjU,,1294238563966390272,en,en,not_credible,rest
"Congressmen reacted the ""right populist,""

Bakul Nath and his supporters cheered the ""Republic Day"".

""15th August =Republic day""
😂 😂 😂 😂 😂
One more Pappu ka Paplu
#IndependenceDay2020 #CBI4SSR #CBIforShuant
 https://t.co/o4hu6DtTgg","कांग्रेसियों ने फिर करायी फ़ज़ीहत

नकुल नाथ और उनके समर्थकों ने दी ‘गणतंत्र दिवस’ की शुभकामना।

""15th August =Republic day""
😂😂😂😂😂
One more Pappu ka Paplu
#IndependenceDay2020 #CBI4SSR #CBIforShushant
 https://t.co/o4hu6DtTgg",1294001671014473728,en,hi,not_credible,rest
This is too much.... #Delhi https://t.co/8fnMAl6Lfu,,1293928527041945600,en,en,not_credible,rest
Kejriwal ji delhi walon ko Venice ka tour DTC mein karate hue😉🤣😂 https://t.co/G4tPojWPcL,Kejriwal ji delhi walon ko Venice ka tour DTC mein karate hue😉🤣😂 https://t.co/G4tPojWPcL,1293799471424233472,en,sw,not_credible,rest
"Three years ago today, white supremacists descended on Charlottesville with torches in hand and hate in their hearts. Our president said they were ""very fine people.""
 
It was clear then, and it's clear now: We are in a battle for the soul of our nation, and we must win.",,1293690094554099713,en,en,not_credible,rest
#21September and later calendar https://t.co/L8ITlHi72Q,#21Eylül ve sonrası takvimi https://t.co/L8ITlHi72Q,1293638365615665153,en,tr,not_credible,rest
"SP of Chamarajanar district Divya Sara Thomas has visited #AnjaneyaTemple in Kollegala. SP has reportedly put pressure on the priest to place the photo of #Jesus inside the sanctum sanctorum of Temple and asked for pooja to be offered. 
@noconversion
@ShefVaidya https://t.co/KJuWUGryEv",,1293381171770990594,en,en,not_credible,rest
"Turkish lira in Arabia 
Removed...

Unused Value 
The money is included in the category of the mourners for the king of Saudi....","Türk Lirası  Arabistanda 
Kurdan Çıkarıldı...

Kullanılmayan Değersiz 
Paralar Kategorisine Alındı Suudi Kralı İçin Yas İlan Edenlere duyurulur....",1293174426578624514,en,tr,not_credible,rest
"After proclaiming the country's PM became free from Korona caulid 19, the Hindu temple went to peace. 

आै and some of the #traitors in our country are being threatened to become the Ramtemples.

Jai 🙏 of Siavar Ramachandra https://t.co/if80IaueLS","न्यूजीलैंड की PM देश को कोरोना कोविड19 से मुक्त घोषित करने के बाद हिंदू मंदिर गई। 

आैर हमारे देश के कुछ  #देशद्रोहियों को #राममंदिर  बनने से खतरा लग रहा है।

सियावर रामचंद्र की जय 🙏 https://t.co/if80IaueLS",1293131175846805504,en,hi,not_credible,rest
"#कोरोना महामारी के चलते 30 सितंबर तक सभी पैसेंजर/एक्सप्रेस/अन्य ट्रेन बन्द।
Railway extends cancellation of all passenger/express/suburban trains till 30 September in the wake of #COVID pandemic https://t.co/kjhDXAnu72",,1292815850433441801,en,en,not_credible,rest
"""They don't go by choice.
The army represses.
He won't let go of the masters."" 
To some extent....
Every tyrant has an ""expiration date"".
 #Belarus https://t.co/pCdntGYi1d","“Seçimle gitmezler.
Ordu bastırır.
Efendileri bırakmaz” 
bir yere kadar....
Her zalimin, bir “son kullanma tarihi” var.
 #Belarus https://t.co/pCdntGYi1d",1292678907888635904,en,tr,not_credible,rest
Entered: Bachelors who have been friends for over seven years will be considered married to each other. https://t.co/UUIYCXht0O,Yürürlüğe girdi: 7 yıldan uzun süredir arkadaş olan bekarlar birbiriyle evli sayılacak. https://t.co/UUIYCXht0O,1292487419657428992,en,tr,not_credible,rest
"Master Stroke by Amit Shah..!😳
Vinay Tiwari sent to CBI on deputation. Yes, that Bihar SP who was by force quarantined by Thackrey's BMC.:)) RT",,1292405262402215936,en,en,not_credible,rest
"मुम्बई, जमाल मलिक, सिर्फ 7 साल उम्र,, जमाल ने कमाल कर दिया...
वाह बेटा, शाबाश बेटा...🇮🇳🇮🇳🇮🇳 https://t.co/VidGISGmF9","मुम्बई, जमाल मलिक, सिर्फ 7 साल उम्र,, जमाल ने कमाल कर दिया...
वाह बेटा, शाबाश बेटा...🇮🇳🇮🇳🇮🇳 https://t.co/VidGISGmF9",1289994807012597760,en,ne,not_credible,rest
@Indumakalktchi @ShefVaidya This is fake news as it has nothing to do with PETA India and we have reported it to Twitter as fake.,,1289957470719287298,en,en,not_credible,rest
"i found this thing in the house, i put two peas under my tongue, so guess what... yes https://t.co/gT7yJzgNP3",bu şeyi evde buldum d vitamini spreyi diye dilimin altına iki fıs sıktım tahmin edin neymiş... evet https://t.co/gT7yJzgNP3,1289931873729175554,en,tr,not_credible,rest
"When exuding Thackeray's son came into knocking with #Sushen Singh's girl of #Riya_Chakravarty, he would be a #CBI investigation into the murder of Sushant Singh 🤔 https://t.co/qCr5QSXLmt 😠",जब उद्धव ठाकरे का बेटा #सुशान्त_सिंह की गर्ल फ्रेंड #रिया_चक्रवर्ती के साथ घुम रहा है तब कहा से सुशांत सिंह की हत्या की #CBI जांच होगी 🤔😠👇 https://t.co/qCr5QSXLmt,1289616929250897921,en,hi,not_credible,rest
"Ram lalla at new York's iconic #TimesSquare ,prabhu sri ram belongs to whole universe✌🏿
#JaiSriRam #RamTemple https://t.co/GiMzw2n2Rf",,1288828439558893569,en,en,not_credible,rest
"Dalit oppression is at a peak in Rajasthan.  
Some dominate caste mob torturing a dalit, man tied with rope and forcing to drink urine publically.

#DalitLivesMatter 
https://t.co/g0UjCuklZA",,1288821247996858370,en,en,not_credible,rest
"Holy shit balls!  WATCH THIS!!!!  Trump was caught on a hot mic talking bad about his own supporters.

“They’re balls deep in their sisters.”

What a deplorable man. Truly. 
#NobodyLikesTrump https://t.co/m8QbbgSXd1",,1288662699170082816,en,en,not_credible,rest
,,1288361087323082752,en,en,not_credible,rest
"1️⃣...

THIS IS THE BULLSHIT...⤵️
YOU ARE INCAPABLE OF LOOKING AT A TREE...
THEY SAVED THE TREES IN 16 MONTHS...

YOU'RE INCAPABLE...
YOU'RE BROKEN...
STOP DOING IT.
YOU'RE INCAPABLE OF PROTECTING WHAT'S DONE... https://t.co/SOYHHU3gZD","1️⃣ÇAPSIZLAR...

BURASI MALAZGIRT BULVARI...⤵️
BİR AĞACA BAKMAKTAN ACİZSİNİZ...
7 YIL ÖNCE DİKİLEN AĞAÇLARI 16 AYDA KURUTTULAR...

BECERİKSİZSİNİZ...
ÇAPSIZSINIZ...
BIRAKIN YAPMAYI,
YAPILANI KORUMAKTAN ACİZSİNİZ... https://t.co/SOYHHU3gZD",1288493280657842179,en,tr,not_credible,rest
"Faimly of Hilal Ahmad Rather in #Anathnag area of south #Kashmir feel proud as he is one among 5 pilots flying #Rafale from France to India.
#RafaleFighterAircraft #Kashmir #Rafale #RafaleInIndia https://t.co/cncAVnS12c",,1288455084267847680,en,en,uncertain,rest
"And that is how the refuelling is done mid-air 
#ThankYouPmModiForRafale #RafaleJets #RafalePowersIndia 
@KiranKS
 
@anilkohli54 https://t.co/vUtPuTsz0a",,1288405827875778560,en,en,not_credible,rest
"Friends who have not seen this video from the Congress Party in India Murdabad should also be seen and have kept it informed for the whole life.
Deciding 🙏: https://t.co/AL3bfMHMhG","जिन दोस्तों ने कांग्रेस पार्टी का हिंदुस्तान मुर्दाबाद का यह वीडियो ना देखा हो वह भी देख लें और जीवन भर इसको याद रखें।
फैसला आपका है🙏 https://t.co/AL3bfMHMhG",1288362286269177856,en,hi,not_credible,rest
Indians have already started * celebrations * in Spain on this occasion of building Rama's temple in ram land in Ayodhya. https://t.co/5RBfM238f3,,1288134219881840649,en,en,not_credible,rest
"227 deaths with 7924 Covid cases yesterday. Total Covid cases no till yesterday 3,83,723 with 13883 deaths not only this 1500+ Farmers died in past 4 months in state still so called best CM @OfficeofUT & @AUThackeray is bussy celebrating birthday & cutting cakes. #Shame https://t.co/FTwolmWrIa",,1288045782684192769,en,en,not_credible,rest
,,1287313526592344065,en,en,not_credible,rest
"It's one of the most memorable squares of travel action. First day of action...on the left, the white hat smart Ozhorosis... He lost his life. https://t.co/NvuCz4S13z",Gezi eylemlerinin en akılda kalan karelerinden biri. Eylemlerin ilk günlerinden..Fotoğrafta en solda beyaz şapkalı Zeki Özhoroz... Hayatını kaybetti. https://t.co/NvuCz4S13z,1287857299462258689,en,tr,not_credible,rest
"अ यो ध् या तै र, the, the------,-----!
बो जो लो र से #जय_
#जय_श् री_रा म 🚩
@Niteshkrai @beingarun28 @Bittu_Tufani @Shalini4296474744 @DeekshaJaat @iamharishdragon @iRidhimaPandey @parinda_live @PoornankPatel @UttamBhardwaj96 @ApiSinghhttps://t.co/4xp5WXKfi2","अयोध्या तैयार, पुरे अयोध्या शहर को भगवा रंगो से सजा दिया!!!
बोलो जोर से #जय_श्री_राम 🚩🚩🚩🙏🏻🙏🏻
#जय_श्री_राम 🚩🚩🚩
@Niteshkrai @beingarun28 @Bittu_Tufani @Shalini42964744 @DeekshaJaat @iamharishnaga @iRidhimaPandey @parinda_live @PoornankPatel @UttamBhardwaj96 @iSinghApurva https://t.co/4xp5WXKfi2",1287353542110404608,en,id,not_credible,rest
"Abdulhak Hamit Tarhan, who wrote Makber, one of the most painful works of our literature on his wife's passing, married a woman he met two weeks later in the condolences of his wife. (1890) https://t.co/PSnpg1L3Yh",Eşinin vefatı üzerine edebiyatımızın en acı eserlerinden Makber'i yazan Abdulhak Hamit Tarhan iki hafta sonra eşinin taziyesinde tanıştığı bir kadınla evlendi. (1890) https://t.co/PSnpg1L3Yh,1287352429596598272,en,tr,not_credible,rest
