content,content_language,id,lang,lang_orig,misinfome_label,split_label
"During the #TrumpShutdown, over half of staff at @CISAgov, protecting our Critical infrastructure, are furloughed. This puts the country at risk. https://t.co/8f3RRjFnGm",,1084612036858908672,en,en,not_verifiable,training
"....People do not yet realize how much of the Wall, including really effective renovation, has already been built. If the Democrats do not give us the votes to secure our Country, the Military will build the remaining sections of the Wall. They know how important it is!",,1072471575956504576,en,en,not_verifiable,training
,,1134135777175199745,en,en,credible,training
"President Trump, you want to talk about a crisis? 7 million Americans have become uninsured since you took office. The uninsured rate is the highest in 5 years.

We must end the embarrassment of being the only major country not to guarantee health care for all. #MedicareForAll",,1088160847187402754,en,en,not_verifiable,training
Panayam kay Panelo tungkol sa inflation | #CNNPHBalitaan https://t.co/sDo55hwVGt https://t.co/1ky21QmxsG,Panayam kay Panelo tungkol sa inflation | #CNNPHBalitaan https://t.co/sDo55hwVGt https://t.co/1ky21QmxsG,1037921708416487424,en,tl,not_credible,training
,,1014093018717179904,en,en,uncertain,training
"U.S. Senate candidate @MorriseyWV CAN’T have his CAKE & EAT it too! FACT: His family’s firm was paid $500,000 to lobby AGAINST Trump’s last Supreme Court nominee, Neil Gorsuch. https://t.co/U58E8OO0lK",,1016745675642556417,en,en,uncertain,training
Immigrants are approximately 5 million €. 1m is irregular; a substantial part of them are dependent family members; another party is unemployed; the minority is regular and busy. @radioanchio https://t.co/DVNwgS4s2x,Gli immigrati sono all’incirca 5mln: 1mln sono irregolari; una parte consistente sono familiari a carico; un’altra parte sono disoccupati; la parte minoritaria sono regolari e occupati. @radioanchio https://t.co/DVNwgS4s2x,1014761442728390656,en,it,uncertain,training
"The killer project is to be launched on October 29th. Are you ready for the stakes that are waiting for you when you start using your airport? 
Here's an example.
every time you go abroad 
20 euros will be collected 
The official announcement of this is below. 
That's more like it! What's going to happen https://t.co/XRvHu5gO0I","29 ekim de açılacak katil proje 3. Havalimanını kullanmaya başlayınca sizi bekleyen kazıklara hazır mısınız? 
İşte bir örnek;
her yurt dışı çıkandan 
20 avro alınacak 
Bunun resmi duyurusu aşağıda. 
Bu daha bismillah! Neler olacak neler https://t.co/XRvHu5gO0I",1000335631376101377,en,tr,credible,training
"The current shutdown of the State House has delayed legislation addressing payday lending, where Ohio's laws are now the worst in the nation. Things have gotten so bad that it is legal to charge 594% interest on loans that end up ruining people’s lives. Unconscionable!",,997236317439262720,en,en,credible,training
"FUN FACT (for the dimwitted)
#MayTheDuhBeWithYou https://t.co/LKJOUAE77G",,995734742958944256,en,en,credible,training
704 babies between 0 and 6 are celebrating April 23rd in prisons... be happy!,0-6 yaş arası 704 bebek 23 Nisan'ı cezaevlerinde kutluyor..mutlu ol!,988312030225555456,en,tr,uncertain,training
"Massive Crackdown by Modi government on NPAs!!! Know how Modi government helped to bring back Rs 4 lakh crore back into system from defaulters!!

https://t.co/qzAgn0j5RU",,982534389207728129,en,en,not_credible,training
"Oklahoma teachers are close to striking -- they are the poorest paid teachers in the US, in a state that gives nearly $500 mil in tax handouts to energy companies & $153 mil more in corp tax breaks to other industries. @okea @NEAToday @ProtectPensions https://t.co/PG8w54LFsM",,971059833578446849,en,en,mostly_credible,training
African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!  #NeverForget  @foxandfriends,,950371619247153154,en,en,mostly_credible,training
"I am proud of the Rep. House & Senate for working so hard on cutting taxes {& reform.} We’re getting close! Now, how about ending the unfair & highly unpopular Indiv Mandate in OCare & reducing taxes even further? Cut top rate to 35% w/all of the rest going to middle income cuts?",,930089374187950081,en,en,uncertain,training
Today’s the day! You can go to https://t.co/p8DQwo89C7 and sign up for health coverage. Need a pep talk first? @BarackObama has you covered. https://t.co/78DAFgUV77,,925709097076449280,en,en,uncertain,training
Spirit of Deepavali at tender age of 97. She's mother of @narendramodi (Hiraben Modi -1920) celebrating Diwali at her own home👇🏼@SadhguruJV https://t.co/HBXAzNXomC,,921229403249508353,en,en,not_credible,training
"Mnuchin wants to use a gov't jet that costs $25k/hour for his honeymoon.

And he's in charge of tax reform for the middle class? #OutOfTouch https://t.co/hrOoBCHF3O",,908114105264992262,en,en,mostly_credible,training
This move on #DACA will cost New York’s economy more than $2.5 billion every year.,,905106923263025153,en,en,credible,training
"President Erdogan, 1993: ""The presidential system is the result of an elaboration or a recommendation of American imperialism from where to?"" https://t.co/ICRjjkbk8N","Cumhurbaşkanı Erdoğan,yıl 1993:""Başkanlık sistemi bir özentinin sonucu ya da Amerikan emperyalizminin bize bir tavsiyesidir""Nereden nereye! https://t.co/ICRjjkbk8N",824577945431740416,en,tr,credible,training
"#Salvini: In Australia, landings reduced from 20,000 to 157: boats stopped at sea, refocused, rescued and sent back. #virusrai2","#Salvini: in Australia sbarchi ridotti da 20mila a 157: barconi fermati in mare, rifocillati, soccorsi e rispediti indietro. #virusrai2",720722611811020800,en,it,credible,training
"#Immigration, London hard line: PRISON FOR THOSE HOUSING ILLEGAL PEOPLE.
In London, ministers have balls, in Rome they tell balls.","#Immigrazione, linea dura di Londra: CARCERE per chi ospita clandestini.
A Londra i ministri hanno le palle, a Roma raccontano palle.",628214373778096128,en,it,uncertain,training
"Message for Giorgia #Meloni: In the #CuraItalia decree, there is no emptying but an easing of our penitentiaries with measures in place since 2010/11 when you were in government. I appeal to the opposition: Serious and Responsible https://t.co/SHLjmjujVU",Messaggio per Giorgia #Meloni: nel decreto #CuraItalia non c'è nessuno svuotacarceri ma un alleggerimento dei nostri penitenziari con misure già in vigore dal 2010/11 quando al governo c’eri anche tu. Faccio un appello alle opposizioni: serve serietà e responsabilità https://t.co/SHLjmjujVU,1241036863500169218,en,it,mostly_credible,training
"I swear to God. Nobody like Rahul Gandhi. Suni Zare 😅
 https://t.co/wiTEi4cTZ6","बाई गॉड की कसम। राहुल गांधी जैसा कोई नहीं। सुनिए ज़रा 😅
 https://t.co/wiTEi4cTZ6",1222099207659515904,en,hi,uncertain,training
,,1215615750682972162,en,en,not_credible,training
"How the fake news factory operates.. note how Babasaheb Ambedkar & Bhagat Singh’s photos & Constitutional slogans have been replaced by Burhan Wani, Afzal Guru & anti Indian slogans. #FAKE ⁦@Mdzeeshanayyub⁩  ⁦@AltNews⁩ ⁦@free_thinker⁩ ⁦@boomlive_in⁩ ⁦ https://t.co/A8ytDro4WH",,1209465392671756288,en,en,credible,training
,,1205895956291444736,en,en,uncertain,training
"#PrivateNews
The Netherlands boasts a million people at https://t.co/DdYuhq6N8P","#ÖzelHaber
Hollanda'da 1 milyon kişi yoksulluk sınırında https://t.co/DdYuhq6N8P",1205603299367542784,en,tr,uncertain,training
"The Sports Ministry also presented Turkey's inspired youth to the Aleyna Fox.

In collaboration with the Sports Ministry and Forbes Magazine, the ""30 Under 30"" program awards inspiration youth for Turkey. 

WHAT?

#AleynaFox 
 https://t.co/fi8KvTDE2j","Spor Bakanlığı Türkiye'nin ilham veren gençleri öďülünü Aleyna Tilki'ye de vermiş.

Spor Bakanlığı ile Forbes Dergisi işbirliği ile ""30 Altı 30"" programında Türkiye'nin ilham veren gençleri ödüllerini aldı. 

ANLAMI?

#AleynaTilki 
 https://t.co/fi8KvTDE2j",1205446536810913792,en,tr,credible,training
,,1200343833243860993,en,en,uncertain,training
"NASA:
Budget: $11 Billion
NASA staged a six-hour spacewalk, all women.

T.C. Claim:
Budget: $10.4 Billion
Serving tea and cake at home has the woman's job is to prepare a 295,000 TL public spot on themes.
https://t.co/gRDeoNBADi","NASA:
Bütçesi: 11 Milyar $
NASA tamamı KADINlardan oluşan 6 saatlik uzay yürüyüşü gerçekleştirdi.

T.C Diyanet:
Bütçesi: 10,4 Milyar $
Evde çay ve kek ikram etmek KADINın görevi temalı 295 bin TL'lik kamu spotu hazırlattı.
https://t.co/gRDeoNBADi",1194330879549509633,en,tr,credible,training
Sultan 5. Murat's hunting lodge and historic hammam. Before and after the restoration! 😏 https://t.co/kw9pYo3f2w,Sultan 5. Murat'in av köşkü ve tarihi hamam. Restorasyon öncesi ve sonrası!!😏😏 https://t.co/kw9pYo3f2w,1190577644716343296,en,tr,credible,training
"This time #tmc goons murder widowed killer, his pregnant wife and son.Being their sin - be the RSS worker.Why is the chief minister who once joined Shri Ram's slogans and threatens to fall down from the car?Official Bengal is moving towards the Taliban regime?
#bengal https://t.co/xei085rCiE","इस बार #tmc गुंडों ने बंधुप्रकाश,उनकी गर्भवती पत्नी और बेटे की हत्या कर दी।उनका गुनाह - आरएसएस  कार्यकर्ता होना।जय श्री राम का नारा सुनकर गाड़ी से उतर चिल्लाने और धमकी देने वाली मुख्यमंत्री @MamataOfficial  क्यों खामोश हैं इस पर?बंगाल तालिबानी शासन की तरफ बढ़ रहा है।
#bengal https://t.co/xei085rCiE",1182208827652894720,en,hi,not_credible,training
"The year is 1986. The sign on Maradona's shirt says ""No drugs"" , on Platini's ""No to corruption"" 🤣 https://t.co/8VTJosPxZL",,1180556700891455490,en,en,not_verifiable,training
"Picture of the year ✌
Proud moment for every Pakistani ❤

Indian may use Burnol for this pic 😂😂😂
#LoveYouImranKhan https://t.co/kSHk617IBX",,1177184815587692544,en,en,not_credible,training
Congress continues to campaign in Madhya Pradesh on the day of polling in gross violation of The Representation of the People Act. Election Commission must take note. https://t.co/HQJxCzeE9J,,1067643697418792962,en,en,uncertain,training
,,1065329581920608258,en,en,uncertain,training
"When will this illegal Joseph McCarthy style Witch Hunt, one that has shattered so many innocent lives, ever end-or will it just go on forever? After wasting more than $40,000,000 (is that possible?), it has proven only one thing-there was NO Collusion with Russia. So Ridiculous!",,1068116413498429445,en,en,not_verifiable,training
"@TheNation: “DoD has literally been making up numbers in its reports to Congress— knowing that Congress would rely on those reports when deciding how much to give the following year.”

*To clarify, this is to say that we only demand fiscal details w/ health+edu, rarely elsewhere.",,1069455599149219840,en,en,not_credible,training
"Erdogan: ""A person (Osman Kavala), financier of the travel events, is in. Who's behind it? The famous Hungarian Jew Soros.""

In it, Erdogan and AKP spokesman Omer Celik are negotiating with Soros. 

It wasn't a crime that day to meet Soros. 

Why would today be a crime? https://t.co/h2FLTeFmhw","Erdoğan: “Gezi olaylarının finansörü olan bir kişi (Osman Kavala) içerde. Arkasında kim var? Meşhur Macar yahudisi Soros..”

Fotoğrafta, Erdoğan ve AKP sözcüsü Ömer Çelik Soros ile görüşüyor. 

Soros ile görüşmek o gün suç değildi. 

Bugün neden suç olsun? https://t.co/h2FLTeFmhw",1065277921269555200,en,tr,credible,training
